Fannie Mae Projected Environmental Impact At Issuance Per CUSIP: Multifamily Green MBS(1)(2),,,,,,,,,
2012-2022,,,,,,,,,
© 2023 Fannie Mae,,,,,,,,,
,,,,,,,,,
Security CUSIP,(notes),Green Financing Type,Issue Date,"Issuance UPB
($USD)","Estimated Annual 
Energy Savings (3)(4)
(kBTU) ","Estimated Annual 
Emissions Savings (3)
(MTCO2e) ","Estimated Annual 
Water Savings (3)
(gallons) ",,
3140HR6C2,,Green Rewards,1 Dec 2018," 17,496,000 "," 2,489,175 ", 178 ," 3,549,900 ",,
3140HR6L2,,Green Rewards,1 Dec 2018," 7,000,000 "," 1,598,273 ", 117 ," 837,850 ",,
3140HR6P3,,Green Rewards,1 Dec 2018," 7,583,000 "," 146,475 ", 7 ," 386,000 ",,
3140HR6W8,,Green Rewards,1 Dec 2018," 7,932,000 "," 1,130,177 ", 81 ," 1,463,210 ",,
3140HR7B3,,Green Rewards,1 Dec 2018," 25,375,000 "," 3,668,154 ", 263 ," 4,898,980 ",,
3140HR7K3,,Green Rewards,1 Dec 2018," 6,813,000 "," 923,315 ", 47 ," 2,606,620 ",,
3140HRFA6,,Green Rewards,1 Dec 2018," 10,319,000 "," 481,282 ", 34 ," 1,526,230 ",,
3140HRG49,,Green Rewards,1 Dec 2018," 51,566,000 "," 500,851 ", 25 ," 1,554,800 ",,
3140HRHD8,,Green Rewards,1 Dec 2018," 7,575,000 "," 588,735 ", 30 ," 1,946,490 ",,
3140HRL50,,Green Rewards,1 Dec 2018," 3,628,000 "," 577,431 ", 41 ," 1,211,160 ",,
3140HRNB5,,Green Rewards,1 Dec 2018," 15,280,000 "," 3,316,609 ", 190 ," 2,480,670 ",,
3140HRP64,,Green Rewards,1 Dec 2018," 36,595,000 "," 2,704,075 ", 194 ," 5,905,180 ",,
3140HRPQ0,,Green Rewards,1 Dec 2018," 22,125,000 "," 783,615 ", 40 ," 4,606,900 ",,
3140HRQF3,,Green Rewards,1 Dec 2018," 8,461,000 "," 444,923 ", 32 ," 1,212,220 ",,
3140HRRD7,,Green Rewards,1 Dec 2018," 26,074,000 "," 1,833,594 ", 131 ," 2,805,750 ",,
3140HRRG0,,Green Rewards,1 Dec 2018," 12,889,000 "," 1,128,263 ", 81 ," 1,106,280 ",,
3140HRRJ4,,Green Rewards,1 Dec 2018," 8,480,000 "," 31,697 ", 2 ," 962,789 ",,
3140HRSD6,,Green Rewards,1 Dec 2018," 45,251,722 "," 298,560 ", 15 ," 4,477,380 ",,
3140HRSZ7,,Green Rewards,1 Dec 2018," 77,641,000 "," 1,631,609 ", 83 ," 6,585,290 ",,
3140HRT86,,Green Rewards,1 Dec 2018," 28,289,000 "," 1,634,087 ", 117 ," 3,465,300 ",,
3140HRUU5,,Green Rewards,1 Dec 2018," 21,150,000 "," 2,190,957 ", 157 ," 4,900,960 ",,
3140HRUY7,,Green Rewards,1 Dec 2018," 31,610,000 "," 686,910 ", 35 ," 5,074,290 ",,
3140HRVN0,,Green Rewards,1 Dec 2018," 14,900,000 "," 151,364 ", 8 ," 3,224,430 ",,
3140HRVZ3,,Green Rewards,1 Dec 2018," 16,600,000 "," 1,481,849 ", 106 ," 4,095,330 ",,
3140HRWZ2,,Green Rewards,1 Dec 2018," 17,290,000 "," 793,822 ", 40 ," 1,520,280 ",,
3140HRXP3,,Green Rewards,1 Dec 2018," 16,537,000 "," 3,631,667 ", 260 ," 1,635,550 ",,
3140HRXU2,,Green Rewards,1 Dec 2018," 17,950,000 "," 602,163 ", 43 ," 1,626,410 ",,
3140HRXV0,,Green Rewards,1 Dec 2018," 34,968,000 "," 2,257,831 ", 162 ," 3,235,890 ",,
3140HRY98,,Green Rewards,1 Dec 2018," 8,449,000 "," 549,780 ", 28 ," 2,802,970 ",,
3140HRYA5,,Green Rewards,1 Dec 2018," 24,220,000 "," 1,701,452 ", 122 ," 4,668,520 ",,
3140HRYD9,,Green Rewards,1 Dec 2018," 21,113,000 "," 823,305 ", 42 ," 2,858,000 ",,
3140HRYZ0,,Green Rewards,1 Dec 2018," 3,932,000 "," 700,136 ", 50 ," 754,440 ",,
3140HRZ63,,Green Rewards,1 Dec 2018," 21,080,000 "," 980,626 ", 70 ," 2,717,160 ",,
3140HRZ97,,Green Rewards,1 Dec 2018," 6,168,000 "," 1,248,823 ", 89 ," 4,218,500 ",,
3140HRZE6,,Green Rewards,1 Dec 2018," 24,078,000 "," 1,950,375 ", 99 ," 4,771,320 ",,
3140HRZG1,,Green Rewards,1 Dec 2018," 33,700,000 "," 1,992,640 ", 143 ," 2,959,880 ",,
3140HRZH9,,Green Rewards,1 Dec 2018," 14,457,000 "," 704,840 ", 36 ," 2,290,010 ",,
3140HRZL0,,Green Rewards,1 Dec 2018," 3,500,000 "," 1,084,238 ", 78 ," 942,000 ",,
3140HRZV8,,Green Rewards,1 Dec 2018," 4,591,600 "," 668,962 ", 48 ," 819,000 ",,
3140HSA76,,Green Rewards,1 Dec 2018," 12,798,000 "," 113,227 ", 8 ," 2,712,550 ",,
3140HSA92,,Green Rewards,1 Dec 2018," 43,212,000 "," 1,786,054 ", 90 ," 6,919,770 ",,
3140HSAL5,,Green Rewards,1 Dec 2018," 5,523,000 "," 459,011 ", 23 ," 1,265,280 ",,
3140HSAQ4,,Green Building Certification,1 Dec 2018," 1,377,000 "," 1,539,174 ", 173 , -   ,,
3140HSAS0,,Green Rewards,1 Dec 2018," 14,300,000 "," 1,848,133 ", 132 ," 3,187,140 ",,
3140HSB34,,Green Rewards,1 Dec 2018," 12,500,000 "," 137,305 ", 10 ," 5,470,500 ",,
3140HSB83,,Green Rewards,1 Dec 2018," 25,688,000 "," 1,188,826 ", 60 ," 3,717,620 ",,
3140HSB91,,Green Rewards,1 Dec 2018," 7,210,000 "," 1,204,860 ", 86 ," 1,914,970 ",,
3140HSBA8,,Green Rewards,1 Dec 2018," 11,550,000 "," 1,324,616 ", 95 ," 3,655,090 ",,
3140HSC58,,Green Rewards,1 Dec 2018," 4,700,000 "," 582,387 ", 42 ," 793,000 ",,
3140HSC82,,Green Rewards,1 Dec 2018," 43,220,000 "," 981,855 ", 50 ," 6,728,070 ",,
3140HSCH2,,Green Rewards,1 Dec 2018," 20,640,000 "," 1,236,991 ", 63 ," 3,302,270 ",,
3140HSCP4,,Green Rewards,1 Dec 2018," 10,910,000 "," 1,429,456 ", 102 ," 3,196,290 ",,
3140HSD32,,Green Rewards,1 Dec 2018," 22,756,000 ", -   , -   ," 5,326,590 ",,
3140HSD81,,Green Rewards,1 Dec 2018," 11,730,000 "," 930,573 ", 47 ," 4,024,060 ",,
3140HSDE8,,Green Rewards,1 Dec 2018," 11,119,000 "," 1,493,419 ", 76 ," 3,049,120 ",,
3140HSDJ7,,Green Rewards,1 Dec 2018," 9,040,000 "," 608,018 ", 44 ," 1,211,800 ",,
3140HSDR9,,Green Rewards,1 Dec 2018," 50,882,000 "," 2,500,570 ", 126 ," 5,022,070 ",,
3140HSDZ1,,Green Rewards,1 Dec 2018," 28,800,000 "," 983,754 ", 50 ," 4,015,690 ",,
3140HSEA5,(5),Green Building Certification,1 Dec 2018," 60,589,000 ", -   , -   , -   ,,
3140HSEB3,,Green Rewards,1 Dec 2018," 20,246,000 "," 686,629 ", 35 ," 3,233,990 ",,
3140HSEF4,,Green Rewards,1 Dec 2018," 4,700,000 "," 206,749 ", 15 ," 1,730,000 ",,
3140HSEP2,,Green Rewards,1 Dec 2018," 3,260,000 "," 314,753 ", 23 ," 552,700 ",,
3140HSET4,,Green Rewards,1 Dec 2018," 21,345,000 "," 883,619 ", 45 ," 3,927,150 ",,
3140HSEU1,,Green Rewards,1 Dec 2018," 23,138,000 "," 5,160,688 ", 348 ," 4,327,780 ",,
3140HSEV9,,Green Rewards,1 Dec 2018," 5,335,000 "," 925,690 ", 66 ," 1,264,410 ",,
3140HSFA4,,Green Rewards,1 Dec 2018," 9,477,000 "," 209,055 ", 11 ," 1,159,140 ",,
3140HSFB2,,Green Rewards,1 Dec 2018," 12,000,000 "," 465,570 ", 24 ," 1,533,000 ",,
3140HSFC0,,Green Rewards,1 Dec 2018," 20,617,000 "," 1,221,686 ", 88 ," 4,861,710 ",,
3140HSFG1,,Green Rewards,1 Dec 2018," 9,844,000 "," 3,860,245 ", 277 ," 4,899,700 ",,
3140HSFH9,,Green Rewards,1 Dec 2018," 8,320,000 "," 1,072,446 ", 54 ," 2,720,020 ",,
3140HSFJ5,,Green Rewards,1 Dec 2018," 10,894,000 "," 42,889 ", 3 ," 1,929,640 ",,
3140HSFT3,,Green Rewards,1 Dec 2018," 10,250,000 "," 257,131 ", 18 ," 1,272,990 ",,
3140HSGA3,,Green Rewards,1 Dec 2018," 17,660,000 "," 902,438 ", 54 ," 2,825,670 ",,
3140HSGB1,,Green Rewards,1 Dec 2018," 33,857,000 "," 2,711,025 ", 194 ," 7,278,390 ",,
3140HSJA0,,Green Rewards,1 Dec 2018," 48,700,000 "," 1,864,462 ", 96 ," 4,105,700 ",,
3140HSLF6,,Green Rewards,1 Dec 2018," 24,180,000 "," 462,945 ", 23 ," 2,020,900 ",,
313637VV9,,Green Rewards,1 Nov 2018," 35,235,000 "," 2,802,966 ", 201 ," 5,250,394 ",,
313637YE4,,Green Rewards,1 Nov 2018," 10,332,000 "," 835,762 ", 42 ," 3,209,673 ",,
313637ZE3,,Green Rewards,1 Nov 2018," 34,396,000 "," 699,930 ", 35 ," 3,368,338 ",,
31377U2E2,,Green Rewards,1 Nov 2018," 10,118,000 "," 1,805,293 ", 91 ," 5,186,563 ",,
31377U2M4,,Green Rewards,1 Nov 2018," 10,500,000 "," 245,490 ", 12 ," 840,000 ",,
3140HRHE6,,Green Rewards,1 Nov 2018," 10,630,000 "," 200,025 ", 10 ," 2,688,950 ",,
3140HRHQ9,,Green Rewards,1 Nov 2018," 84,191,000 "," 2,006,254 ", 101 ," 10,680,760 ",,
3140HRHU0,,Green Rewards,1 Nov 2018," 95,419,900 "," 2,646,294 ", 134 ," 7,781,490 ",,
3140HRHX4,,Green Rewards,1 Nov 2018," 34,800,000 "," 586,696 ", 42 ," 3,602,710 ",,
3140HRJJ3,,Green Rewards,1 Nov 2018," 50,734,000 "," 1,479,598 ", 75 ," 3,072,700 ",,
3140HRJX2,,Green Rewards,1 Nov 2018," 25,700,000 "," 5,609,928 ", 402 ," 5,813,650 ",,
3140HRK51,,Green Rewards,1 Nov 2018," 15,820,000 "," 1,672,618 ", 85 ," 5,014,036 ",,
3140HRK69,,Green Rewards,1 Nov 2018," 24,288,000 "," 1,004,921 ", 51 ," 7,090,262 ",,
3140HRKC6,,Green Rewards,1 Nov 2018," 32,110,000 "," 3,130,028 ", 224 ," 3,627,713 ",,
3140HRKK8,,Green Rewards,1 Nov 2018," 31,000,000 "," 1,092,951 ", 55 ," 4,499,738 ",,
3140HRKS1,,Green Rewards,1 Nov 2018," 6,106,000 "," 444,570 ", 22 ," 1,498,000 ",,
3140HRKU6,,Green Rewards,1 Nov 2018," 23,632,000 "," 1,194,085 ", 86 ," 1,099,000 ",,
3140HRM42,,Green Rewards,1 Nov 2018," 17,000,000 "," 1,019,780 ", 73 ," 1,482,995 ",,
3140HRMB6,,Green Rewards,1 Nov 2018," 11,862,000 "," 512,773 ", 27 ," 1,903,000 ",,
3140HRMH3,,Green Rewards,1 Nov 2018," 53,097,000 "," 1,355,266 ", 69 ," 9,341,624 ",,
3140HRN33,,Green Rewards,1 Nov 2018," 7,983,000 "," 335,609 ", 19 ," 1,034,775 ",,
3140HRN58,,Green Rewards,1 Nov 2018," 71,985,000 "," 5,200,218 ", 263 ," 12,845,489 ",,
3140HRN82,,Green Rewards,1 Nov 2018," 36,351,000 "," 2,700,723 ", 137 ," 5,790,754 ",,
3140HRN90,,Green Rewards,1 Nov 2018," 26,025,000 "," 990,420 ", 50 ," 4,308,752 ",,
3140HRNM1,,Green Rewards,1 Nov 2018," 28,960,000 "," 3,555,697 ", 255 ," 5,707,000 ",,
3140HRNP4,,Green Rewards,1 Nov 2018," 22,293,000 "," 1,724,625 ", 87 ," 5,126,323 ",,
3140HRNU3,,Green Rewards,1 Nov 2018," 38,900,000 "," 1,118,654 ", 57 ," 4,510,855 ",,
3140HRNV1,,Green Rewards,1 Nov 2018," 3,920,000 "," 312,972 ", 16 ," 1,006,031 ",,
3140HRNW9,,Green Rewards,1 Nov 2018," 4,045,000 "," 2,097,569 ", 150 ," 1,908,000 ",,
3140HRNZ2,,Green Rewards,1 Nov 2018," 12,000,000 "," 3,238,600 ", 232 ," 1,579,008 ",,
3140HRP98,,Green Rewards,1 Nov 2018," 23,500,000 "," 2,335,320 ", 167 ," 3,817,000 ",,
3140HRPB3,,Green Rewards,1 Nov 2018," 9,700,000 "," 783,934 ", 40 ," 2,487,248 ",,
3140HRPL1,,Green Rewards,1 Nov 2018," 12,200,000 "," 491,007 ", 35 ," 2,020,100 ",,
3140HRPN7,,Green Rewards,1 Nov 2018," 95,741,000 "," 10,108,923 ", 528 ," 28,160,236 ",,
3140HRPR8,,Green Rewards,1 Nov 2018," 9,000,000 "," 481,693 ", 35 ," 1,950,186 ",,
3140HRPS6,,Green Rewards,1 Nov 2018," 10,321,000 "," 631,168 ", 45 ," 1,177,089 ",,
3140HRPX5,,Green Rewards,1 Nov 2018," 2,690,000 "," 467,677 ", 34 ," 1,719,205 ",,
3140HRQ71,,Green Rewards,1 Nov 2018," 22,312,500 "," 13,108,482 ", 904 ," 4,013,990 ",,
3140HRQD8,,Green Rewards,1 Nov 2018," 105,668,000 "," 4,577,910 ", 328 ," 6,033,820 ",,
3140HRQM8,,Green Rewards,1 Nov 2018," 6,358,000 "," 1,796,900 ", 91 ," 4,314,848 ",,
3140HRQR7,,Green Rewards,1 Nov 2018," 33,358,000 "," 1,478,400 ", 75 ," 5,502,096 ",,
3140HRQW6,,Green Rewards,1 Nov 2018," 35,000,000 "," 1,084,965 ", 55 ," 5,810,070 ",,
3140HRQZ9,,Green Rewards,1 Nov 2018," 1,080,000 "," 226,605 ", 16 ," 328,295 ",,
3140HRR88,,Green Rewards,1 Nov 2018," 41,015,000 "," 1,966,563 ", 99 ," 12,884,330 ",,
3140HRRA3,,Green Rewards,1 Nov 2018," 5,668,000 "," 785,944 ", 40 ," 1,587,369 ",,
3140HRRL9,,Green Rewards,1 Nov 2018," 24,325,000 "," 359,415 ", 18 ," 1,214,770 ",,
3140HRRM7,,Green Rewards,1 Nov 2018," 12,334,000 "," 2,291,947 ", 164 ," 4,670,540 ",,
3140HRRU9,,Green Rewards,1 Nov 2018," 35,762,000 "," 1,980,615 ", 100 ," 7,748,029 ",,
3140HRRV7,,Green Rewards,1 Nov 2018," 30,148,000 "," 890,820 ", 45 ," 5,406,005 ",,
3140HRRW5,,Green Rewards,1 Nov 2018," 27,090,000 "," 2,831,492 ", 203 ," 5,776,782 ",,
3140HRRY1,,Green Rewards,1 Nov 2018," 34,591,000 "," 3,763,201 ", 270 ," 7,865,459 ",,
3140HRS53,,Green Rewards,1 Nov 2018," 8,350,000 "," 293,588 ", 19 ," 905,380 ",,
3140HRS95,,Green Rewards,1 Nov 2018," 7,207,000 "," 892,018 ", 64 ," 1,305,140 ",,
3140HRSA2,,Green Rewards,1 Nov 2018," 21,600,000 "," 2,522,988 ", 166 ," 3,912,732 ",,
3140HRSC8,,Green Rewards,1 Nov 2018," 12,570,000 "," 1,188,697 ", 85 ," 2,034,000 ",,
3140HRST1,,Green Rewards,1 Nov 2018," 3,004,000 "," 20,932 ", 1 ," 173,180 ",,
3140HRSV6,,Green Rewards,1 Nov 2018," 8,929,000 "," 2,483,702 ", 178 ," 6,255,060 ",,
3140HRSX2,,Green Rewards,1 Nov 2018," 40,362,000 "," 1,834,205 ", 131 ," 5,095,910 ",,
3140HRT45,,Green Rewards,1 Nov 2018," 3,400,000 "," 5,409 ", 0 ," 907,540 ",,
3140HRT60,,Green Rewards,1 Nov 2018," 3,635,000 "," 78,397 ", 4 ," 423,570 ",,
3140HRTC7,,Green Rewards,1 Nov 2018," 10,463,000 "," 1,124,946 ", 81 ," 2,249,300 ",,
3140HRTE3,,Green Rewards,1 Nov 2018," 8,000,000 "," 186,855 ", 9 ," 632,340 ",,
3140HRTJ2,,Green Rewards,1 Nov 2018," 12,019,000 "," 1,144,291 ", 81 ," 2,037,500 ",,
3140HRTS2,,Green Rewards,1 Nov 2018," 2,496,000 "," 238,084 ", 17 ," 281,860 ",,
3140HRTW3,,Green Rewards,1 Nov 2018," 7,735,000 "," 530,502 ", 38 ," 2,160,040 ",,
3140HRUC5,,Green Rewards,1 Nov 2018," 19,125,000 "," 1,408,525 ", 101 ," 1,957,350 ",,
3140HRUE1,,Green Rewards,1 Nov 2018," 29,234,000 "," 1,452,855 ", 104 ," 2,300,780 ",,
3140HRUG6,,Green Rewards,1 Nov 2018," 41,073,000 "," 1,868,522 ", 134 ," 3,569,000 ",,
3140HRUH4,,Green Rewards,1 Nov 2018," 22,777,000 "," 962,792 ", 69 ," 2,320,710 ",,
3140HRUK7,,Green Rewards,1 Nov 2018," 22,500,000 "," 2,736,726 ", 138 ," 7,451,450 ",,
3140HRUQ4,,Green Rewards,1 Nov 2018," 17,869,000 "," 2,997,499 ", 215 ," 5,375,000 ",,
3140HRUR2,,Green Rewards,1 Nov 2018," 10,000,000 "," 1,774,614 ", 127 ," 4,745,080 ",,
3140HRUZ4,,Green Rewards,1 Nov 2018," 3,460,000 "," 952,564 ", 68 ," 1,028,550 ",,
3140HRV26,,Green Rewards,1 Nov 2018," 20,547,000 "," 2,812,950 ", 142 ," 8,163,220 ",,
3140HRV59,,Green Rewards,1 Nov 2018," 22,057,000 "," 846,994 ", 61 ," 2,330,110 ",,
3140HRV67,,Green Rewards,1 Nov 2018," 71,240,000 "," 11,720,779 ", 593 ," 31,565,560 ",,
3140HRVE0,,Green Rewards,1 Nov 2018," 25,410,000 "," 4,759,298 ", 341 ," 6,419,000 ",,
3140HRVH3,,Green Rewards,1 Nov 2018," 31,338,000 "," 354,620 ", 25 ," 2,975,630 ",,
3140HRVR1,,Green Rewards,1 Nov 2018," 6,000,000 "," 787,925 ", 40 ," 2,704,090 ",,
3140HRVS9,,Green Rewards,1 Nov 2018," 34,647,000 "," 4,657,113 ", 334 ," 7,489,330 ",,
3140HRVV2,,Green Rewards,1 Nov 2018," 10,100,000 "," 359,229 ", 23 ," 780,000 ",,
3140HRWA7,,Green Rewards,1 Nov 2018," 8,400,000 "," 1,325,495 ", 95 ," 6,782,208 ",,
3140HRWD1,,Green Rewards,1 Nov 2018," 10,625,000 "," 451,605 ", 23 ," 2,516,770 ",,
3140HRWF6,,Green Rewards,1 Nov 2018," 27,945,000 "," 3,438,970 ", 246 ," 5,925,960 ",,
3140HRXB4,,Green Rewards,1 Nov 2018," 32,000,000 "," 9,741,694 ", 493 ," 20,903,660 ",,
3140HRXC2,,Green Rewards,1 Nov 2018," 14,962,000 "," 1,663,965 ", 119 ," 2,935,000 ",,
3140HRXZ1,,Green Rewards,1 Nov 2018," 30,168,000 "," 2,374,569 ", 170 ," 3,018,740 ",,
313637RF9,,Green Rewards,1 Oct 2018," 22,827,000 "," 1,592,924 ", 98 ," 3,598,006 ",,
313637T26,,Green Rewards,1 Oct 2018," 33,800,000 "," 1,384,985 ", 99 ," 4,803,077 ",,
313637U65,,Green Rewards,1 Oct 2018," 20,541,000 "," 1,057,127 ", 53 ," 2,834,051 ",,
313637UY4,,Green Rewards,1 Oct 2018," 24,750,000 "," 1,246,338 ", 63 ," 3,593,180 ",,
313637WU0,,Green Rewards,1 Oct 2018," 22,005,000 "," 1,675,170 ", 85 ," 5,554,000 ",,
313637WW6,,Green Rewards,1 Oct 2018," 47,102,000 "," 665,542 ", 34 ," 2,958,850 ",,
313637YM6,,Green Rewards,1 Oct 2018," 10,710,000 "," 788,760 ", 40 ," 2,566,070 ",,
313637YN4,,Green Rewards,1 Oct 2018," 10,012,000 "," 320,145 ", 16 ," 1,110,501 ",,
313637YP9,,Green Rewards,1 Oct 2018," 4,612,000 "," 213,150 ", 11 ," 716,878 ",,
313637YQ7,,Green Rewards,1 Oct 2018," 9,900,000 "," 426,195 ", 22 ," 2,402,875 ",,
313637YU8,,Green Rewards,1 Oct 2018," 10,428,000 "," 2,434,678 ", 174 ," 3,224,000 ",,
313637YV6,,Green Rewards,1 Oct 2018," 19,164,000 "," 676,945 ", 48 ," 1,235,580 ",,
313637ZA1,,Green Rewards,1 Oct 2018," 19,865,000 "," 1,016,278 ", 51 ," 2,969,180 ",,
313637ZU7,,Green Rewards,1 Oct 2018," 16,568,000 "," 246,170 ", 12 ," 617,033 ",,
31377UZH9,,Green Rewards,1 Oct 2018," 16,342,000 "," 2,060,774 ", 104 ," 4,985,152 ",,
3138LNQR5,,Green Rewards,1 Oct 2018," 8,520,000 "," 310,425 ", 22 ," 542,909 ",,
3140HRBC6,,Green Rewards,1 Oct 2018," 10,500,000 "," 1,406,148 ", 101 ," 2,180,304 ",,
3140HRBX0,,Green Rewards,1 Oct 2018," 9,294,000 "," 419,072 ", 21 ," 1,287,940 ",,
3140HRBY8,,Green Rewards,1 Oct 2018," 22,652,000 "," 576,686 ", 29 ," 4,203,770 ",,
3140HRC68,,Green Rewards,1 Oct 2018," 21,600,000 "," 452,797 ", 23 ," 3,598,810 ",,
3140HRCN1,,Green Rewards,1 Oct 2018," 21,450,000 "," 537,915 ", 27 ," 2,678,870 ",,
3140HRD42,,Green Rewards,1 Oct 2018," 10,250,000 "," 500,851 ", 25 ," 1,554,815 ",,
3140HRD59,,Green Rewards,1 Oct 2018," 11,000,000 "," 1,605,548 ", 106 ," 2,131,278 ",,
3140HRDB6,,Green Rewards,1 Oct 2018," 4,860,000 "," 1,683,050 ", 111 ," 1,581,311 ",,
3140HRDD2,,Green Rewards,1 Oct 2018," 10,850,000 "," 278,423 ", 15 ," 514,788 ",,
3140HRDK6,,Green Rewards,1 Oct 2018," 9,750,000 "," 1,328,276 ", 85 ," 1,399,877 ",,
3140HRDL4,,Green Rewards,1 Oct 2018," 9,600,000 "," 888,466 ", 64 ," 3,575,000 ",,
3140HRDP5,,Green Rewards,1 Oct 2018," 24,250,000 "," 776,371 ", 41 ," 2,885,291 ",,
3140HRDW0,,Green Rewards,1 Oct 2018," 53,185,000 "," 1,360,815 ", 71 ," 4,843,206 ",,
3140HRE82,,Green Rewards,1 Oct 2018," 5,000,000 "," 4,173,343 ", 275 ," 4,220,123 ",,
3140HRE90,,Green Rewards,1 Oct 2018," 3,350,000 "," 594,063 ", 30 ," 1,806,047 ",,
3140HREA7,,Green Rewards,1 Oct 2018," 27,000,000 "," 1,105,860 ", 56 ," 2,662,000 ",,
3140HREB5,,Green Rewards,1 Oct 2018," 18,000,000 "," 500,148 ", 27 ," 1,340,147 ",,
3140HREC3,,Green Rewards,1 Oct 2018," 18,884,250 "," 1,080,975 ", 55 ," 2,859,000 ",,
3140HREG4,,Green Rewards,1 Oct 2018," 10,835,000 "," 1,542,748 ", 102 ," 3,829,000 ",,
3140HRF32,,Green Rewards,1 Oct 2018," 4,000,000 "," 290,761 ", 15 ," 1,515,839 ",,
3140HRF65,,Green Rewards,1 Oct 2018," 14,644,000 "," 1,441,535 ", 73 ," 3,861,794 ",,
3140HRF73,,Green Rewards,1 Oct 2018," 18,284,000 "," 851,519 ", 61 ," 2,449,870 ",,
3140HRFC2,,Green Rewards,1 Oct 2018," 7,300,000 "," 1,127,305 ", 57 ," 2,504,050 ",,
3140HRFE8,,Green Rewards,1 Oct 2018," 7,344,000 "," 728,820 ", 52 ," 1,199,226 ",,
3140HRFP3,,Green Rewards,1 Oct 2018," 20,000,000 "," 534,030 ", 27 ," 2,955,995 ",,
3140HRFQ1,,Green Rewards,1 Oct 2018," 18,362,000 "," 294,022 ", 21 ," 2,039,729 ",,
3140HRG23,,Green Rewards,1 Oct 2018," 3,700,000 "," 518,696 ", 26 ," 2,235,607 ",,
3140HRGD9,,Green Rewards,1 Oct 2018," 2,060,000 "," 104,992 ", 5 ," 320,643 ",,
3140HRGH0,,Green Rewards,1 Oct 2018," 28,900,000 "," 987,315 ", 50 ," 2,587,000 ",,
3140HRGK3,,Green Rewards,1 Oct 2018," 3,090,000 "," 760,898 ", 55 ," 1,036,424 ",,
3140HRGP2,,Green Rewards,1 Oct 2018," 6,022,000 "," 3,119,453 ", 223 ," 3,829,461 ",,
3140HRGY3,,Green Rewards,1 Oct 2018," 8,967,000 "," 129,885 ", 7 ," 420,000 ",,
3140HRH30,,Green Rewards,1 Oct 2018," 19,700,000 "," 878,587 ", 63 ," 1,992,561 ",,
3140HRH48,,Green Rewards,1 Oct 2018," 56,961,000 "," 740,457 ", 37 ," 3,568,548 ",,
3140HRH97,,Green Rewards,1 Oct 2018," 8,300,000 "," 126,750 ", 6 ," 1,112,011 ",,
3140HRHJ5,,Green Rewards,1 Oct 2018," 8,905,000 "," 487,200 ", 25 ," 4,108,411 ",,
3140HRHK2,,Green Rewards,1 Oct 2018," 11,340,000 "," 316,163 ", 19 ," 1,760,931 ",,
3140HRJC8,,Green Rewards,1 Oct 2018," 7,150,000 "," 928,895 ", 47 ," 3,029,885 ",,
3140HRJH7,,Green Rewards,1 Oct 2018," 23,500,000 "," 651,594 ", 47 ," 6,894,170 ",,
3140HRJN4,,Green Rewards,1 Oct 2018," 11,446,000 "," 640,410 ", 32 ," 1,947,067 ",,
3140HRJP9,,Green Rewards,1 Oct 2018," 9,940,000 "," 586,722 ", 30 ," 1,447,769 ",,
3140HRJQ7,,Green Rewards,1 Oct 2018," 9,310,000 "," 515,956 ", 26 ," 1,337,678 ",,
3140HRJV6,,Green Rewards,1 Oct 2018," 21,650,900 "," 1,947,561 ", 140 ," 4,247,817 ",,
3140HRJZ7,,Green Rewards,1 Oct 2018," 32,939,900 "," 633,161 ", 45 ," 3,392,468 ",,
3140HRK28,,Green Rewards,1 Oct 2018," 10,231,000 "," 788,726 ", 57 ," 2,252,271 ",,
3140HRK44,,Green Rewards,1 Oct 2018," 22,183,000 "," 230,166 ", 16 ," 2,232,874 ",,
3140HRKQ5,,Green Rewards,1 Oct 2018," 6,326,000 "," 1,131,633 ", 81 ," 1,509,056 ",,
3140HRLA9,,Green Rewards,1 Oct 2018," 45,684,000 "," 2,223,966 ", 112 ," 6,987,414 ",,
3140HRLC5,,Green Rewards,1 Oct 2018," 11,890,000 "," 785,715 ", 40 ," 2,288,000 ",,
3140HRLD3,,Green Rewards,1 Oct 2018," 12,300,000 "," 525,761 ", 38 ," 2,366,076 ",,
3140HRLL5,,Green Rewards,1 Oct 2018," 22,350,000 "," 1,212,638 ", 87 ," 2,749,000 ",,
3140HRLP6,(4),Green Rewards,1 Oct 2018," 31,729,000 "," 754,275 ", 39 ," 4,122,930 ",,
3140HRLS0,,Green Rewards,1 Oct 2018," 9,819,000 "," 961,951 ", 69 ," 2,510,876 ",,
3140HRMF7,,Green Rewards,1 Oct 2018," 37,000,000 "," 1,956,705 ", 99 ," 4,990,070 ",,
3140HRMU4,,Green Rewards,1 Oct 2018," 61,807,000 "," 1,647,722 ", 83 ," 5,831,879 ",,
3140HRMV2,,Green Rewards,1 Oct 2018," 6,700,000 "," 607,962 ", 44 ," 1,481,466 ",,
3140HRNT6,,Green Rewards,1 Oct 2018," 8,750,000 "," 912,162 ", 60 ," 1,562,786 ",,
3140HRQS5,,Green Rewards,1 Oct 2018," 7,286,000 "," 339,075 ", 17 ," 1,361,303 ",,
3140HRQU0,,Green Rewards,1 Oct 2018," 15,850,000 "," 355,722 ", 18 ," 1,721,093 ",,
3136372F6,,Green Rewards,1 Sep 2018," 22,979,000 "," 941,439 ", 62 ," 1,184,748 ",,
