SubsidiesId,Country,ISO2,ISO3,Indicator,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Unit,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022,F2023,F2024,F2025
1900,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Accidents,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIA,Implicit; Accidents,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Accidents",USD at constant 2021 prices,150302.2795,168578.0589,160702.5479,137798.3717,154420.2969,164029.1885,154201.0868,160863.2738,164513.8836,167079.2844,167789.2287
1901,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIC,Implicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Coal",USD at constant 2021 prices,0,0,0,0,86902.25513,77642.40581,72996.22666,114645.2196,156761.278,194845.0226,234600.8405
1902,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Congestion,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIG,Implicit; Congestion,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Congestion",USD at constant 2021 prices,2121020.341,2317846.52,2212727.675,1487536.356,1654827.967,1714742.393,1743659.843,1791974.646,1820591.046,1854817.499,1899477.444
1903,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIT,Implicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Electricity",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
1904,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Foregone VAT,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIF,Implicit; Foregone Vat,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Foregone Vat",USD at constant 2021 prices,0,0,0,1111021.265,1110862.941,1008968.917,1072549.261,1092569.204,1102231.443,1110168.756,1115073.101
1905,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Global Warming,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIW,Implicit; Global Warming,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Global Warming",USD at constant 2021 prices,1748343.231,2078959.951,1979306.107,2919113.729,3413749.16,3913466.819,3726091.702,3983172.122,4189240.746,4379559.308,4546235.316
1906,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",USD at constant 2021 prices,1222246.443,1319658.477,1264212.304,1332033.309,1454523.881,1647444.675,1671318.43,1792628.434,1863976.358,1917795.86,2055231.715
1907,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",USD at constant 2021 prices,0,0,0,0,40624.48716,35037.45756,78170.79313,115023.4966,150343.7961,186401.7831,222807.9538
1908,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",USD at constant 2021 prices,5267006.345,5913331.173,5643907.469,7011579.815,7687866.688,8364762.18,8232510.649,8608102.798,8850403.13,9065403.603,9343704.209
1909,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Road Damage,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",USD at constant 2021 prices,25094.04294,28288.32294,26959.35837,24076.57485,27009.24597,28790.73145,15857.33844,16564.64701,16955.32774,17229.89873,17306.40724
1910,Kiribati,KI,KIR,Implicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",USD at constant 2021 prices,5267006.345,5913331.173,5643907.469,7011579.815,7815393.619,8477441.967,8383677.341,8837771.602,9157508.612,9446650.743,9801113.047
1911,"Korea, Rep. of",KR,KOR,Explicit Fossil Fuel Subsidies - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEC,Explicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Coal",USD at constant 2021 prices,38227953.02,28556108.47,139802545.3,131638348.1,155179813.5,138125091.8,145447999.2,160283997.7,165448218.6,169946536.4,174099654
1912,"Korea, Rep. of",KR,KOR,Explicit Fossil Fuel Subsidies - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTET,Explicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Electricity",USD at constant 2021 prices,0,0,0,5125256538,4392541409,0,756909728.1,930919706.8,658781707.3,848855257,425043016.7
1913,"Korea, Rep. of",KR,KOR,Explicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEN,Explicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Natural Gas",USD at constant 2021 prices,926556468,900703847.4,1014118075,1939587474,585765242.6,444682836.5,6192066193,144204184.4,165740460.2,176742956,187337860.5
1914,"Korea, Rep. of",KR,KOR,Explicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEP,Explicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Petroleum",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
1915,"Korea, Rep. of",KR,KOR,Explicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTE,Explicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit",USD at constant 2021 prices,964784443.4,929259955.9,1153920650,7196482658,5133486748,582807898.5,7094424248,1235407948,989970326.4,1195544720,786480546
1916,"Korea, Rep. of",KR,KOR,Fossil Fuel Subsidies - Total Implicit and Explicit,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFT,Total Implicit and Explicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit",USD at constant 2021 prices,65335273743,73308074951,76933341980,77641609192,82345870972,68977172852,87136581421,66997184753,70344238281,73926452637,76815994263
1917,"Korea, Rep. of",KR,KOR,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTN,Total Implicit and Explicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Natural Gas",USD at constant 2021 prices,5450052738,6817470074,6826857567,8959321022,3645904064,5455409050,16329288483,3592308521,3847318649,4090017319,4336390972
1918,"Korea, Rep. of",KR,KOR,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTC,Total Implicit and Explicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Coal",USD at constant 2021 prices,22998235703,23037248611,25246969223,29796583176,33282474518,29064664841,31018856049,35015094757,36851474762,38601276398,40351509094
1919,"Korea, Rep. of",KR,KOR,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTT,Total Implicit and Explicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Electricity",USD at constant 2021 prices,0,0,0,5125256538,4392541409,0,756909728.1,930919706.8,658781707.3,848855257,425043016.7
1920,"Korea, Rep. of",KR,KOR,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTP,Total Implicit and Explicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Petroleum",USD at constant 2021 prices,36886985779,43453361511,44859516144,33760448456,41024948120,34457092285,39031532288,27458862305,28986661911,30386310577,31703048706
1921,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Accidents,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIA,Implicit; Accidents,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Accidents",USD at constant 2021 prices,7002946854,7924497604,8250644684,9127103806,12005887985,10019794464,10633243561,6662746429,7127438068,7533401489,7915442467
1922,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIC,Implicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Coal",USD at constant 2021 prices,22960008621,23008691788,25107166290,29664945602,33127296448,28926540375,30873407364,34854812622,36686027527,38431331635,40177410126
1923,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Congestion,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIG,Implicit; Congestion,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Congestion",USD at constant 2021 prices,668387472.6,736208498.5,769695997.2,829572379.6,1000609517,884134709.8,969732940.2,730435073.4,766893267.6,806223630.9,848215639.6
1924,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIT,Implicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Electricity",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
1925,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Foregone VAT,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIF,Implicit; Foregone Vat,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Foregone Vat",USD at constant 2021 prices,1886243820,2302806139,2450641632,2171099901,2150887012,1678761721,2769315243,1060323834,1164242864,1267019391,1372861028
1926,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Global Warming,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIW,Implicit; Global Warming,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Global Warming",USD at constant 2021 prices,23781591415,26583631516,27903518677,28333429337,29958780289,27838668823,33302185059,29834920883,31533641815,33146812439,34732887268
1927,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Local Air Pollution,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIL,Implicit; Local Air Pollution,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Local Air Pollution",USD at constant 2021 prices,29636466980,33239303589,34749214172,28137153625,29604114532,25927175522,30280303955,26234710693,27431888580,28565113068,29670452118
1928,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIN,Implicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Natural Gas",USD at constant 2021 prices,4523496151,5916766167,5812739372,7019733906,3060138702,5010725975,10137222290,3448104382,3681578159,3913274288,4149053097
1929,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIP,Implicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Petroleum",USD at constant 2021 prices,36886985779,43453361511,44859516144,33760448456,41024948120,34457092285,39031532288,27458862305,28986661911,30386310577,31703048706
1930,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Road Damage,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIR,Implicit; Road Damage,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Road Damage",USD at constant 2021 prices,1394855499,1592376471,1655702591,1846767426,2492106915,2045824766,2087379217,1238643527,1330156803,1412344456,1489655614
1931,"Korea, Rep. of",KR,KOR,Implicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTI,Implicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit",USD at constant 2021 prices,64370491028,72378814697,75779418945,70445129395,77212387085,68394363403,80042160034,65761779785,69354270935,72730911255,76029510498
1932,"Kosovo, Rep. of",XK,,Explicit Fossil Fuel Subsidies - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEC,Explicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Coal",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
1933,"Kosovo, Rep. of",XK,,Explicit Fossil Fuel Subsidies - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTET,Explicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Electricity",USD at constant 2021 prices,0,0,28506610.54,76769627.63,101098969.6,73137395.08,82610748.71,87662480.77,88814720.51,87615072.73,88835507.63
1934,"Kosovo, Rep. of",XK,,Explicit Fossil Fuel Subsidies - Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEN,Explicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Natural Gas",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
1935,"Kosovo, Rep. of",XK,,Explicit Fossil Fuel Subsidies - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTEP,Explicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit, Petroleum",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
1936,"Kosovo, Rep. of",XK,,Explicit Fossil Fuel Subsidies - Total,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTE,Explicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Explicit",USD at constant 2021 prices,0,0,28506610.54,76769627.63,101098969.6,73137395.08,82610748.71,87662480.77,88814720.51,87615072.73,88835507.63
1937,"Kosovo, Rep. of",XK,,Fossil Fuel Subsidies - Total Implicit and Explicit,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFT,Total Implicit and Explicit,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit",USD at constant 2021 prices,1286807656,1405203819,1249962568,1357305884,1412678599,1115942597,1297724247,1475670815,1565536022,1660109997,1759761810
1938,"Kosovo, Rep. of",XK,,Fossil Fuel Subsidies - Total Implicit and Explicit -  Natural Gas,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTN,Total Implicit and Explicit; Natural Gas,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Natural Gas",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
1939,"Kosovo, Rep. of",XK,,Fossil Fuel Subsidies - Total Implicit and Explicit - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTC,Total Implicit and Explicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Coal",USD at constant 2021 prices,1211830020,1340920925,1158240676,1202729583,1300583959,1030226469,1203352928,1374487638,1462277293,1557087064,1654627204
1940,"Kosovo, Rep. of",XK,,Fossil Fuel Subsidies - Total Implicit and Explicit - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTT,Total Implicit and Explicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Electricity",USD at constant 2021 prices,0,0,28506610.54,76769627.63,101098969.6,73137395.08,82610748.71,87662480.77,88814720.51,87615072.73,88835507.63
1941,"Kosovo, Rep. of",XK,,Fossil Fuel Subsidies - Total Implicit and Explicit - Petroleum,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTP,Total Implicit and Explicit; Petroleum,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Petroleum",USD at constant 2021 prices,74977651.24,64282864.33,63215300.44,77806666.49,10995611.55,12578760.27,11760612.95,13520759.53,14443977.74,15407784.84,16299098.73
1942,"Kosovo, Rep. of",XK,,Implicit Fossil Fuel Subsidies - Accidents,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIA,Implicit; Accidents,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Accidents",USD at constant 2021 prices,5441884.51,4405474.756,4318810.534,6078531.5,0,0,0,0,0,0,0
1943,"Kosovo, Rep. of",XK,,Implicit Fossil Fuel Subsidies - Coal,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIC,Implicit; Coal,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Coal",USD at constant 2021 prices,1211830020,1340920925,1158240676,1202729583,1300583959,1030226469,1203352928,1374487638,1462277293,1557087064,1654627204
1944,"Kosovo, Rep. of",XK,,Implicit Fossil Fuel Subsidies - Congestion,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIG,Implicit; Congestion,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Congestion",USD at constant 2021 prices,9174779.989,7427437.697,7281325.758,10248138.57,0,0,0,0,0,0,0
1945,"Kosovo, Rep. of",XK,,Implicit Fossil Fuel Subsidies - Electricity,"Parry, Ian; Black, Simon; Vernon, Nate. September 2021. Still Not Getting Energy Prices Right: A Global and Country Update of Fossil Fuel Subsidies. International Monetary Fund. ISBN: 9781513595405/1018-5941. Accessed on 2021-09-13; IMF staff estimations.",ECGFTIT,Implicit; Electricity,"Environment, Climate Change, Government Policy, Fossil Fuel Subsidies, Total Implicit and Explicit, Implicit, Electricity",USD at constant 2021 prices,0,0,0,0,0,0,0,0,0,0,0
